image_path,text_en
./porcelain/images/30.png,"Blue and white porcelain style, a blue and white cat walks in the flowers, surrounded by butterflies and flowers, the background is blue sky and white clouds."
./porcelain/images/31.png,"Blue and white porcelain style, a blue and white dog and a blue and white butterfly on a gray background."
./porcelain/images/32.png,"Blue and white porcelain style, a blue and white cat, body is blue and white, tail is white, eyes are black, ears are white, body is blue and white, body is blue and white."
./porcelain/images/33.png,"Blue and white porcelain style, in the blue river, an elephant is drinking water, surrounded by dense woods and hills, the background is blue sky and white clouds."
./porcelain/images/34.png,"Blue and white porcelain style, on a blue plate, a Wolf looking up at the moon in the forest, the background is the forest at night."
./porcelain/images/35.png,"Blue and white porcelain style, on the white background, there are four blue and white birds sitting on the branches, surrounded by flowers and branches, this painting contains Chinese style."
./porcelain/images/36.png,"Blue and white porcelain style, in the snow, a dog wearing blue and white clothes, running happily, next to a blue ball, the background is snow."
./porcelain/images/37.png,"Blue and white porcelain style, against a blue background, a blue castle and white buildings stand tall, surrounded by blue rivers and white waterfalls."
./porcelain/images/38.png,"Blue and white porcelain style, a blue and white bird perched on a branch surrounded by blue flowers and leaves against a white background."
./porcelain/images/39.png,"Blue and white porcelain style, on a blue plate, a witch wearing a hat holding a bird cage, surrounded by forests and trees, the background is white, the whole body."
./porcelain/images/40.png,"Blue and white porcelain style, a blue bird stands on a white and blue vase decorated with white and blue flowers against a grey background."
./porcelain/images/41.png,"Blue and white porcelain style, this painting is a blue and white butterfly, with blue flower patterns on the wings, the background is white."
./porcelain/images/42.png,"Blue and white porcelain style, against the background of a blue moon and forest, a white Wolf walks on a blue plate, surrounded by blue hills and trees, eye level."
./porcelain/images/43.png,"Blue and white porcelain style, a blue and white bird perched on a white vase decorated with white flowers and branches on a white background."
./porcelain/images/44.png,"Blue and white porcelain style, a blue bird standing on a branch, surrounded by blue flowers and blue fruits, the background is gray."
./porcelain/images/45.png,"Blue and white porcelain style, in the lake, a blue and white elephant is drinking water, surrounded by trees and rocks, the background is the lake scenery during the day."
./porcelain/images/46.png,"Blue and white porcelain style, in the blue forest, a witch wearing a hat, wearing a blue dress, holding an owl in her hand, surrounded by trees and rocks, the background is forest."
./porcelain/images/47.png,"Blue and white porcelain style, a blue Wolf walking in a blue forest with the blue moon and forest in the background."
./porcelain/images/48.png,"Blue and white porcelain style, on the white background, there are three blue birds, they are standing on the branch, half body."
./porcelain/images/49.png,"Blue and white porcelain style, a blue bird sitting on a blue bird's nest, surrounded by white flowers and branches, the background is gray, the whole picture contains Chinese style."
./porcelain/images/50.png,"Blue and white porcelain style, in the blue and white background, a man carrying a backpack, holding a cane, wearing a white jacket and black pants, standing in the forest, surrounded by thick trees and blue ceramic POTS, the whole body."
./porcelain/images/51.png,"Blue and white porcelain style, a blue and white cat on a blue pattern plate, surrounded by blue butterflies and flowers, on a white background."
./porcelain/images/52.png,"Blue and white porcelain style, a blue bird sitting on a ceramic bowl decorated with blue and white patterns, surrounded by white flowers and blue berries, the background is gray, this photo contains Chinese style."
./porcelain/images/53.png,"Blue and white porcelain style, on a blue and white background, a blue butterfly and white flowers interwoven."
./porcelain/images/54.png,"Blue and white porcelain style, a blue bird sitting on a blue and white porcelain vase surrounded by white flowers and branches on a gray background."
./porcelain/images/55.png,"Blue and white porcelain style, in the snow mountain, a man wearing blue clothes and pants carrying a backpack, holding a ski pole, is skiing, the background is the snow mountain, the whole body."
./porcelain/images/56.png,"Blue and white porcelain style, on a blue background, a blue butterfly and a bunch of blue and white flowers against each other."
./porcelain/images/57.png,"Blue and white porcelain style, a blue Wolf in a blue forest, surrounded by trees and the moon, with a blue forest in the background."
./porcelain/images/58.png,"Blue and white porcelain style, on a white background, a blue bird stands quietly on a branch, surrounded by blooming flowers and trees."
./porcelain/images/59.png,"Blue and white porcelain style, on a white background, a blue and white butterfly is depicted on a porcelain plate, surrounded by blue flowers, eye level."
./porcelain/images/60.png,"Blue and white porcelain style, a blue bird sitting on a blue vase decorated with white flowers, the vase is also decorated with a bird's nest, the background is gray, the whole picture contains Chinese style."
./porcelain/images/61.png,"Blue and white porcelain style, on a white background, a blue bird sits on a branch, surrounded by blue flowers and green leaves."
./porcelain/images/62.png,"Blue and white porcelain style, a blue and white bird quietly perched on a blue plate, surrounded by a pattern of flowers and branches, against a white background."
./porcelain/images/63.png,"Blue and white porcelain style, in the flowers, a blue butterfly dancing in the flowers, the background is flowers."
./porcelain/images/64.png,"Blue and white porcelain style, a blue bird quietly resting on the branch, surrounded by snow-white flowers and branches, the background is soft beige."
./porcelain/images/65.png,"Blue and white porcelain style, on a blue plate, a white Wolf howling, the background is the forest at night."
./porcelain/images/66.png,"Blue and white porcelain style, a blue and white cat sitting in a blue and white bowl with a blue background."
./porcelain/images/67.png,"Blue and white porcelain style, against a blue background, an elephant walks in the river, surrounded by trees and rocks."
./porcelain/images/68.png,"Blue and white porcelain style, in the blue forest, a fox and its cubs are playing, the background is the forest, eye level."
./porcelain/images/69.png,"Blue and white porcelain style, a blue and white dog running in the waves with the ocean in the background."
./porcelain/images/70.png,"Blue and white porcelain style, a black cat sitting on the windowsill, staring at the night sky and the moon outside the window, next to a blue teapot, the background is the night windowsill."
./porcelain/images/71.png,"Blue and white porcelain style, a blue and white rose with green leaves, blue buds, and a gray background."
./porcelain/images/72.png,"Blue and white porcelain style, on a white background, three blue birds perched on the branches, they have white and blue feathers."
./porcelain/images/73.png,"Blue and white porcelain style, a blue bird perched on a branch, surrounded by a white background."
./porcelain/images/74.png,"Blue and white porcelain style, in the blue starry sky background, a man wearing a white hat holding a wand, wearing blue clothes, is painting the starry sky, the whole body."
./porcelain/images/75.png,"Blue and white porcelain style, on a blue background, a blue butterfly and white flowers reflect each other."
./porcelain/images/76.png,"Blue and white porcelain style, in the forest, a fox is looking for food, surrounded by thick trees and grass, the background of the picture is the forest."
./porcelain/images/77.png,"Blue and white porcelain style, on the branch, a blue and white bird quietly perched, there are several other birds around, the background is branches and flowers, the whole photo contains the theme of birds."
./porcelain/images/78.png,"Blue and white porcelain style, on a round blue plate, a white Wolf is howling, the background is the moonlight forest."
./porcelain/images/79.png,"Blue and white porcelain style, on a blue and white background, a blue butterfly and some white flowers reflect each other."
./porcelain/images/80.png,"Blue and white porcelain style, on a black background, a blue and white butterfly and flowers are photographed close-up."
./porcelain/images/81.png,"Blue and white porcelain style, a blue and white cat quietly lying on the window sill, next to a blue bowl, the background of the window sill during the day, this photo contains the characteristics of animal photography."
./porcelain/images/82.png,"Blue and white porcelain style, a blue Wolf roaring in the moonlight against a background of blue ocean and yellow moon."
./porcelain/images/83.png,"Blue and white porcelain style, against the background of blue sky and white clouds, a blue and white elephant plays in the water, surrounded by trees and rocks."
./porcelain/images/84.png,"Blue and white porcelain style, in the blue forest, a man carrying a backpack, wearing a blue jacket and pants, wearing a hat, holding a cane, walking alone, surrounded by dense trees and waterfalls, the background is blue forest, the whole body."
./porcelain/images/85.png,"Blue and white porcelain style, on a blue background, a blue butterfly and white flowers against each other."
./porcelain/images/86.png,"Blue and white porcelain style, on a blue background, a blue and white butterfly and white flowers against each other, half."
./porcelain/images/87.png,"Blue and white porcelain style, in the snow, a dog dressed in blue clothes, is happily playing with a blue ball, the background is snow."
./porcelain/images/88.png,"Blue and white porcelain style, this is a blue and white plate, it shows a person wearing blue clothes and hat, carrying a backpack, holding two sticks, standing on a snowy mountain, the background is white, the whole body."
./porcelain/images/89.png,"Blue and white porcelain style, a blue and white dog, wearing blue clothes, standing in a blue bowl with a blue background."
./porcelain/images/90.png,"Blue and white porcelain style, a blue and white cat and butterfly on a blue and white plate with a white background."
./porcelain/images/91.png,"Blue and white porcelain style, on a white background, a blue bird sits quietly on a branch, surrounded by white flowers and blue trees, eye level."
./porcelain/images/92.png,"Blue and white porcelain style, in a blue forest, a white fox lies quietly on the grass, surrounded by dense woods and grass, the background is forest."
./porcelain/images/93.png,"In blue and white porcelain style, a blue bird sits on a white ceramic bowl surrounded by white branches and birds against a gray background."
./porcelain/images/94.png,"In blue and white porcelain style, a blue bird sits on a white ceramic bowl decorated with branches and leaves against a gray background."
./porcelain/images/95.png,"Blue and white porcelain style, a blue and white cat jumps in the flowers, surrounded by blue flowers and butterflies, the background is blue flowers."
./porcelain/images/96.png,"Blue and white porcelain style, on a blue plate, a person wearing a white hat holding a wand, painted the star on the plate, the background is blue, the whole body."
./porcelain/images/97.png,"Blue and white porcelain style, a blue bird standing on a branch, next to the blue and white vase, the vase is also decorated with blue flowers and white balls, the background is gray."
./porcelain/images/98.png,"Blue and white porcelain style, on the beach, a blue and white dog running, the background is the beach during the day."
./porcelain/images/99.png,"Blue and white porcelain style, a blue bird sits on a blue vase decorated with branches and flowers on a gray background."
./porcelain/images/100.png,"Blue and white porcelain style, in the blue forest, a fox and its cubs are running, surrounded by dense woods and flowers, the whole picture is mainly blue."
./porcelain/images/101.png,"Blue and white porcelain style, a blue bird standing on the vase, surrounded by flowers and branches, the background is gray."
./porcelain/images/102.png,"Blue and white porcelain style, a witch wearing a blue robe, wearing a hat, sitting in the forest, surrounded by birds, holding a book in her hand, the background of the forest, the whole body."
./porcelain/images/103.png,"Blue and white porcelain style, on the blue background, a blue plate depicts a man wearing a hat, carrying a backpack, holding a cane in his hand, surrounded by hills and trees, the whole body."
./porcelain/images/104.png,"Blue and white porcelain style, a blue and white cat sitting on the windowsill, next to a blue and white vase and a blue and white porcelain jar, they are illuminated by the sun, the background is the window."
./porcelain/images/105.png,"Blue and white porcelain style, on a blue and white plate against a white background, a skier is skiing on a snowy mountain, full body."
./porcelain/images/106.png,"Blue and white porcelain style, on the lake, a man dressed in blue clothes and pants stands on a boat, holding the paddle, the background is the lake and trees, the whole body."
./porcelain/images/107.png,"Blue and white porcelain style, on a blue background, a blue butterfly and white flowers intertwined."
./porcelain/images/108.png,"Blue and white porcelain style, on a blue background, a blue butterfly and white flowers reflect each other."
./porcelain/images/109.png,"Blue and white porcelain style, on a blue plate, a Wolf is howling, the background is the forest and the moon."
./porcelain/images/110.png,"Blue and white porcelain style, on a blue background, a blue butterfly and white flowers reflect each other."
./porcelain/images/111.png,"Blue and white porcelain style, a blue and white cat sitting on a blue plate, surrounded by butterflies and flowers, on a white background."
./porcelain/images/112.png,"Blue and white porcelain style, a blue and white butterfly on a white background, surrounded by flowers and green leaves, half, this work contains Chinese style."
./porcelain/images/113.png,"Blue and white porcelain style, on a blue plate, a white Wolf howling in the night forest, surrounded by trees and hills, with the night forest in the background."
./porcelain/images/114.png,"Blue and white porcelain style, a blue and whit."
./porcelain/images/115.png,"Blue and white porcelain style, on a blue plate, a white Wolf howling in the night forest, surrounded by trees and hills, with the night forest in the background."
./porcelain/images/116.png,"Blue and white porcelain style, this is a blue and white dog shaped ceramic plate with a white background."
./porcelain/images/117.png,"Blue and white porcelain style, a blue and white bird sitting quietly on a branch, surrounded by white flowers and brown branches, the background is white."
./porcelain/images/118.png,"Blue and white porcelain style, a white Wolf looking up at the moon on a blue background, surrounded by forests and mountains."
./porcelain/images/119.png,"Blue and white porcelain style, on a blue plate, a white dog is running, surrounded by blue forests and hills, the background is blue plates."
./porcelain/images/120.png,"Blue and white porcelain style, in the blue background, a man wearing a straw hat, holding a cane, wearing a blue jacket and pants, standing in the blue circular pattern, surrounded by dense woods and waterfalls, the whole body."
./porcelain/images/121.png,"Blue and white porcelain style, in the snow, a black and white dog is playing, its hair is white, its tail is white, its eyes are black, its nose is black, its mouth is pink, it is wearing a blue sweater, a blue tie on the neck, surrounded by snow and trees, the background is snow, the whole body."
./porcelain/images/122.png,"Blue and white porcelain style, a blue and white rose on a gray background."
./porcelain/images/123.png,"Blue and white porcelain style, a blue bird standing on a blue vase filled with white flowers and branches, the background is gray, this picture contains Chinese style."
./porcelain/images/124.png,"Blue and white porcelain style, a witch sitting in the forest, surrounded by animals and trees, she wears a blue robe and a hat, the background of the forest, the whole body."
./porcelain/images/125.png,"Blue and white porcelain style, a blue and white dog statue with a blue bow tied around its neck, a blue butterfly flying behind it, on a gray background."
./porcelain/images/126.png,"Blue and white porcelain style, a black and white cat sitting on the windowsill, the background is blue vases and white buildings."
./porcelain/images/127.png,"Blue and white porcelain style, against a blue background, a person wearing a hat and carrying a backpack stands on a forest path, surrounded by dense woods and waterfalls, all over the body."
./porcelain/images/128.png,"Blue and white porcelain style, in the desert, a man wearing a blue cap and gown is choosing a blue vase, surrounded by many blue vases, the background is desert, the whole body."
./porcelain/images/129.png,"Blue and white porcelain style, a blue and white dog running on a blue pattern plate against a blue background."
./porcelain/images/130.png,"Blue and white porcelain style, in the desert, a man wearing a hat and carrying a backpack is examining the clay pot, surrounded by the vast desert and mountains, the whole body."
./porcelain/images/131.png,"Blue and white porcelain style, a blue-and-white cat statue with a blue-and-white tail and blue eyes, standing in front of a gray background."
./porcelain/images/132.png,"Blue and white porcelain style, a blue and white cat playing on a blue and white plate with butterflies flying around it against a blue background."
./porcelain/images/133.png,"Blue and white porcelain style, this is a blue bowl, printed on the fox and fox, the background is white."
./porcelain/images/134.png,"Blue and white porcelain style, a blue and white rose with blue petals and leaves on a gray background."
./porcelain/images/135.png,"Blue and white porcelain style, on the white background, blue birds and white flowers embellished among them, at the same time, this painting contains Chinese style."
./porcelain/images/136.png,"Blue and white porcelain style, in the blue forest, a man wearing a blue shirt and pants, wearing a hat, carrying a backpack, holding a cane, is walking, the background is blue forest, the whole body."
./porcelain/images/137.png,"Blue and white porcelain style, on a blue and white background, there are five blue and white birds on the branches."
./porcelain/images/138.png,"Blue and white porcelain style, a blue and white cat sculpture on a gray background, full body."
./porcelain/images/139.png,"Blue and white porcelain style, a black and white cat sitting on the window window, staring at the night sky, the background is the night sky."
./porcelain/images/140.png,"Blue and white porcelain style, a blue and white cat quietly lying in a blue bowl, the background is blue."
./porcelain/images/141.png,"Blue and white porcelain style, on a white background, a blue butterfly and a white butterfly are placed in the center, their wings are painted with blue flower patterns, half of the body."
./porcelain/images/142.png,"Blue and white porcelain style, a blue and white cat jumping in flowers, surrounded by butterflies and flowers, the background is blue."
./porcelain/images/143.png,"Blue and white porcelain style, on a white background, a blue butterfly pattern is depicted on a white plate, half body."
./porcelain/images/144.png,"Blue and white porcelain style, a blue and white cat sculpture lies quietly in a blue and white bowl against a blue background."
./porcelain/images/145.png,"Blue and white porcelain style, on the table, a blue and white ceramic cat sitting quietly, its body decorated with blue patterns, tail up, the tail is also decorated with blue patterns, the background is a clear day, full of light."
./porcelain/images/146.png,"Blue and white porcelain style, on a black background, a blue and white butterfly and flowers reflect each other."
./porcelain/images/147.png,"Blue and white porcelain style, on a blue plate, a white Wolf looks up at the moon under the night stars, the background is the moonlight forest, eye level."
./porcelain/images/148.png,"Blue and white porcelain style, a blue and white bird sits on a blue and white vase decorated with white flowers and a blue bird's nest on a gray background."
./porcelain/images/149.png,"Blue and white porcelain style, in the blue and white flowers, a blue butterfly dancing, there are other butterflies and flowers around, the background is blue and white."
./porcelain/images/150.png,"Blue and white porcelain style, a blue bird sitting on a branch, surrounded by blue flowers and leaves, the background is white, this photo contains Chinese style."
./porcelain/images/151.png,"Blue and white porcelain style, on a white background, a blue bird sits on a blue plate decorated with blue flowers and branches."
./porcelain/images/152.png,"Blue and white porcelain style, on a gray background, a blue rose in a blue vase."
./porcelain/images/153.png,"Blue and white porcelain style, a blue bird standing on a branch, surrounded by blue flowers and branches, the background is white."
./porcelain/images/154.png,"Blue and white porcelain style, on a blue plate, a white Wolf howling, the background is the forest at night."
./porcelain/images/155.png,"Blue and white porcelain style, a white Wolf howling on a blue background, surrounded by dense woods and white moon, at eye level."
./porcelain/images/156.png,"Blue and white porcelain style, on a white background, a blue butterfly and flowers reflect each other, half."
./porcelain/images/157.png,"Blue and white porcelain style, on a blue and white background, a blue butterfly and flowers against each other."
./porcelain/images/158.png,"Blue and white porcelain style, in the mountains, a man carrying a backpack, wearing blue pants and white jacket, wearing a white hat, holding a cane, surrounded by green POTS and green trees, the background is the mountains, the whole body."
